recency,T,frequency,monetary
0,289,1,101.69999999999999
301,327,457,4.396586433260394
108,365,25,18.12
0,185,18,13.746666666666666
82,197,72,53.60861111111112
0,373,13,37.66153846153846
337,360,142,18.392605633802816
358,366,223,11.589282511210762
41,259,29,11.590689655172413
193,238,123,29.37520325203252
223,242,2,615.75
97,133,17,20.20294117647059
0,25,70,9.726285714285714
0,16,1,90.47999999999999
43,373,29,23.79137931034483
0,274,7,14.477142857142857
192,290,2,2027.8599999999997
0,61,37,4.487297297297298
363,365,89,101.89056179775281
209,302,36,58.51444444444444
210,291,70,43.104285714285716
20,332,21,27.621428571428574
52,63,196,4.331938775510204
346,354,106,25.116981132075473
0,127,19,8.858421052631579
132,143,40,5.5600000000000005
366,367,431,602.45313225058
0,37,38,19.858947368421052
0,37,18,6.304444444444446
0,329,37,11.402702702702703
0,254,17,15.941176470588236
368,369,441,18.151746031746033
0,19,37,5.372972972972973
154,166,26,13.565
0,368,1,76.32000000000001
0,290,28,7.860714285714286
296,364,371,3.781967654986523
0,25,72,4.384027777777778
358,369,1263,4.453745051464766
0,367,29,6.23103448275862
0,214,17,6.538235294117648
5,154,31,21.074193548387097
142,150,357,5.022577030812325
7,31,34,16.895294117647058
286,316,192,5.89453125
0,60,52,3.863846153846154
114,133,46,7.545217391304347
0,243,14,8.039285714285715
41,57,70,15.134142857142859
0,212,1,931.4999999999999
161,190,20,34.0955
256,319,38,20.640263157894736
0,295,8,19.08125
0,18,159,53.07132075471698
58,215,15,67.968
25,141,61,16.396065573770493
365,373,43,67.18023255813954
299,312,221,12.94819004524887
79,220,10,16.035000000000004
62,108,7,25.619999999999997
222,273,16,38.254999999999995
169,201,37,15.312972972972974
155,289,38,17.193421052631578
40,43,21,19.009047619047617
216,291,25,14.8648
356,369,122,5.538032786885246
79,88,34,13.335294117647058
0,301,23,23.05
143,200,39,16.36051282051282
304,319,80,20.233625
0,37,24,16.652083333333334
0,177,10,30.246000000000002
82,105,37,37.428648648648654
196,372,130,8.923384615384615
0,60,9,22.516666666666666
183,217,38,25.797631578947367
274,333,54,22.802037037037035
275,289,189,40.00888888888889
187,274,31,67.9625806451613
0,7,1,104.0
0,358,30,15.878333333333334
224,255,73,18.368082191780825
235,364,97,16.400103092783503
327,336,90,19.924111111111113
137,142,119,15.493697478991596
0,24,41,8.947560975609756
47,274,37,17.082972972972975
0,15,1,49.8
0,249,17,17.897058823529413
275,290,71,28.183661971830986
190,267,68,16.032941176470587
138,330,15,18.964000000000002
0,261,7,29.685714285714283
0,71,45,21.288222222222224
0,165,16,15.235
0,82,7,139.11999999999998
195,290,139,4.93978417266187
332,336,159,34.12301886792453
0,106,30,5.011666666666667
111,311,68,20.543970588235293
0,157,19,8.443157894736842
121,192,192,10.288281249999999
38,74,32,16.1675
0,28,8,17.387500000000003
265,267,134,19.562537313432838
252,278,42,14.287380952380953
0,326,34,6.3549999999999995
0,236,15,15.498666666666669
0,89,13,23.02615384615385
0,31,26,18.528846153846153
41,70,31,20.056451612903224
70,281,20,32.096
366,368,114,18.155877192982455
0,226,2,152.64000000000001
189,211,64,16.27515625
0,92,19,23.31578947368421
353,358,272,23.840220588235294
0,263,10,15.895000000000001
361,365,269,20.46453531598513
293,337,242,21.603512396694217
0,217,5,18.75
22,79,30,25.996666666666666
361,373,164,44.37134146341464
293,302,86,32.67674418604651
96,288,123,16.843658536585366
115,197,37,16.026216216216216
0,325,1,440.0
145,217,104,17.273846153846154
210,240,49,18.004897959183673
131,134,61,16.181967213114753
153,372,88,17.745568181818182
0,46,6,70.42999999999999
208,217,104,19.933557692307694
141,213,78,28.62166666666667
347,355,175,14.668914285714285
209,233,4,149.025
63,186,47,17.1068085106383
0,17,8,11.9175
0,310,21,16.63190476190476
0,87,16,269.67
121,171,94,5.5135106382978725
0,89,6,17.216666666666665
256,296,118,19.81042372881356
341,366,42,55.68095238095239
185,358,133,19.76203007518797
52,95,21,15.440000000000001
0,140,13,11.498461538461537
226,252,61,19.887868852459015
85,158,46,17.424130434782608
0,134,1,25.5
0,366,7,24.085714285714285
228,266,11,25.74090909090909
244,246,166,18.54566265060241
255,257,3,68.0
0,30,11,15.992727272727272
0,43,14,23.990000000000002
0,58,8,13.7975
0,73,9,19.322222222222223
0,277,10,18.060000000000002
0,180,7,11.545714285714284
118,126,12,14.8375
333,337,721,2.8370735090152563
158,201,70,26.24685714285714
